PSNR_RRGB
D:\Videos\Phat.mp4
D:\Videos\tuananh.mp4
AVG: 26.48796272
22.17879868
22.31947899
22.49236679
22.53328705
22.46154594
22.47595978
22.62031937
22.73994827
22.76007462
22.78870010
22.93325806
23.13608360
23.18337631
23.16716766
23.16632271
23.24180984
23.31335831
23.39807129
23.55098343
23.91946793
24.43396568
24.78572464
24.84181976
24.72281647
24.36390114
24.71661758
24.82706451
24.22338295
24.28715706
24.85049248
25.34710121
25.26255608
24.91062355
24.98982430
25.75451851
26.41081238
26.39006042
26.30288696
26.51516151
26.77058792
26.62300491
26.32743454
26.00546265
25.91947746
25.83820534
25.73669052
25.67227936
25.70223999
25.88994026
26.10588264
26.25084686
26.36120605
26.44455719
26.58524513
26.64399910
26.76108932
26.87755966
27.07314301
27.26456451
27.30193329
27.29256058
27.13703918
26.97050858
26.80245590
26.66937256
26.58844185
26.52039719
26.46813202
26.43322372
26.41448593
26.43632507
26.37364578
26.42164040
26.55472565
26.76308823
26.96394730
27.20800400
27.37808228
27.57962990
27.72961426
27.88135338
28.00987244
28.02581024
27.72516060
27.48151398
27.31219482
27.23274231
27.21872520
27.28498268
27.47143936
27.70870209
28.01086426
28.14306068
28.21403503
28.31606102
28.25605774
28.16796875
28.14742851
28.11220932
28.06152344
27.94934082
27.78634262
27.59898758
27.55130959
27.62751579
27.70316696
27.66143608
27.63579369
27.58554840
27.54951096
27.46410751
27.32607079
27.28743362
27.25042725
27.28632164
27.30291176
27.33339119
27.26215744
27.25399780
27.23624802
27.27335358
27.37348938
27.42176056
27.38327217
27.41673470
27.37290573
27.34406281
27.34465790
27.26610184
27.29623032
27.29900551
27.35146332
27.41077805
27.44817734
27.52401733
27.59505081
27.83096313
28.00477028
28.11468315
28.34570885
28.52848434
28.60362053
28.55813980
28.43455315
28.39791107
28.39438629
28.33982086
28.31929970
28.31301689
28.33614540
28.25832367
28.21013451
28.16117287
28.21680832
28.30769730
28.35260201
28.37401390
28.43383980
28.56937027
28.65630341
28.71440506
28.76798820
28.79215622
28.66495514
28.71002579
28.56609154
28.55936432
28.68687057
28.88272476
28.96403122
28.88125420
28.96659851
29.08558846
29.06723022
28.92543983
28.92803383
28.98271370
28.97187424
28.86872292
28.87148666
28.96613121
29.10154533
29.07431412
28.92792702
28.87598801
29.00074959
29.00210953
28.84893799
28.82977486
28.85646057
28.89041519
28.76979065
28.54292870
28.50648499
28.46305466
28.28230095
28.02664948
27.78614044
27.54903030
27.19738197
26.89919281
26.70767975
26.47433090
26.43509293
26.44766808
26.45730972
26.51643372
26.65250397
26.77085495
26.85443687
26.95024872
27.04037666
27.12909508
27.13813019
27.04629707
27.02675056
27.02577782
27.05863571
27.10776329
27.12734604
27.21654701
27.31669998
27.29413795
27.10947227
26.99899483
27.16603279
27.25894547
27.27400589
27.25147629
27.32124519
27.47202682
27.55074692
27.45777321
27.51283455
27.61941719
27.64132500
27.61188889
27.59966660
27.53706360
27.47425270
27.38225174
27.27328491
27.27668953
27.26240349
27.34978104
27.31130600
27.34848785
27.40638733
27.53293991
27.62254715
27.68955994
27.69380379
27.73474503
27.83351517
27.94798851
27.97967148
27.97317314
27.94689178
27.86330986
27.86725998
28.01188278
27.99769974
27.95142937
27.84939194
27.76632690
27.62284470
27.47974014
27.32444000
27.29869080
27.38401222
27.39270210
27.46461105
27.55815506
27.49406815
27.54594994
27.68880463
27.79163742
27.79325867
27.72219467
27.67501450
27.71015930
27.61089325
27.48597908
27.41598320
27.47630310
27.51823616
27.45420647
27.44699287
27.43831635
27.41006851
27.34500122
27.26894379
27.27923584
27.33075333
27.40028381
27.36828804
27.33551407
27.44320297
27.46013641
27.48323250
27.44793701
27.53472137
27.65385628
27.73367119
27.79757500
27.81930161
27.79251099
27.77976799
27.82354164
27.80834961
27.66854095
27.67681503
27.67606926
27.74916077
27.88627434
27.98690414
28.00106239
28.08507538
28.17896080
28.22096062
28.27457428
28.34577560
28.42985535
28.58939362
28.70101929
28.76856613
28.76390076
28.82824326
28.79893494
28.83757401
28.87813950
28.71319580
28.29120636
27.69750595
27.02693939
26.53993988
26.28556824
26.34778595
25.96918106
25.73204041
25.69112778
25.93303299
26.34594727
